id,name,psc,latitude,longitude,location,country
2771,Lomec,33901,49.371502,13.267633,SRID=4326;POINT (49.371502 13.267633),CZ
2772,Lomnice,67923,49.404719,16.413696,SRID=4326;POINT (49.404719 16.413696),CZ
2773,Lomnice,35601,50.211851,12.632789,SRID=4326;POINT (50.211851 12.632789),CZ
2774,Lomnice,79302,49.871099,17.415174,SRID=4326;POINT (49.871099 17.415174),CZ
2775,Lomnice nad Lužnicí,37816,49.084786,14.717374,SRID=4326;POINT (49.084786 14.717374),CZ
2776,Lomnice nad Popelkou,51251,50.530724,15.373517,SRID=4326;POINT (50.530724 15.373517),CZ
2777,Lomnička,66601,49.367091,16.431352,SRID=4326;POINT (49.367091 16.431352),CZ
2778,Lomy,67531,49.065617,15.601184,SRID=4326;POINT (49.065617 15.601184),CZ
2779,Lopeník,68767,48.942882,17.781225,SRID=4326;POINT (48.942882 17.781225),CZ
2780,Losiná,33204,49.6693,13.448442,SRID=4326;POINT (49.669300 13.448442),CZ
2781,Lošany,28002,49.99764,15.126048,SRID=4326;POINT (49.997640 15.126048),CZ
2782,Loštice,78983,49.744796,16.929028,SRID=4326;POINT (49.744796 16.929028),CZ
2783,Loucká,27324,50.327578,14.239126,SRID=4326;POINT (50.327578 14.239126),CZ
2784,Loučany,78344,49.601996,17.082765,SRID=4326;POINT (49.601996 17.082765),CZ
2785,Loučeň,28937,50.285812,15.02016,SRID=4326;POINT (50.285812 15.020160),CZ
2786,Loučim,34506,49.367168,13.112222,SRID=4326;POINT (49.367168 13.112222),CZ
2787,Loučka,78322,49.656944,17.011221,SRID=4326;POINT (49.656944 17.011221),CZ
2788,Loučka,75644,49.438791,17.832764,SRID=4326;POINT (49.438791 17.832764),CZ
2789,Loučka,76325,49.170133,17.876186,SRID=4326;POINT (49.170133 17.876186),CZ
2790,Loučky,51101,50.617659,15.218593,SRID=4326;POINT (50.617659 15.218593),CZ
2791,Loučná nad Desnou,78811,50.07166,17.091064,SRID=4326;POINT (50.071660 17.091064),CZ
2792,Loučná pod Klínovcem,43191,50.420711,12.986674,SRID=4326;POINT (50.420711 12.986674),CZ
2793,Loučovice,38276,48.620292,14.257565,SRID=4326;POINT (48.620292 14.257565),CZ
2794,Louka,67974,49.529269,16.43115,SRID=4326;POINT (49.529269 16.431150),CZ
2795,Louka,69676,48.915266,17.489382,SRID=4326;POINT (48.915266 17.489382),CZ
2796,Louka u Litvínova,43533,50.587967,13.636592,SRID=4326;POINT (50.587967 13.636592),CZ
2797,Loukov,29411,50.561381,15.035739,SRID=4326;POINT (50.561381 15.035739),CZ
2798,Loukov,76875,49.421886,17.721131,SRID=4326;POINT (49.421886 17.721131),CZ
2799,Loukovec,29411,50.562014,15.015815,SRID=4326;POINT (50.562014 15.015815),CZ
2800,Loukovice,67522,49.137327,15.793465,SRID=4326;POINT (49.137327 15.793465),CZ
2801,Louňová,33601,49.562286,13.608016,SRID=4326;POINT (49.562286 13.608016),CZ
2802,Louňovice,25162,49.982366,14.761849,SRID=4326;POINT (49.982366 14.761849),CZ
2803,Louňovice pod Blaníkem,25706,49.637336,14.846795,SRID=4326;POINT (49.637336 14.846795),CZ
2804,Louny,44001,50.354081,13.803455,SRID=4326;POINT (50.354081 13.803455),CZ
2805,Loužnice,46822,50.679747,15.2678,SRID=4326;POINT (50.679747 15.267800),CZ
2806,Lovčice,69639,49.063682,17.05439,SRID=4326;POINT (49.063682 17.054390),CZ
2807,Lovčice,50361,50.165301,15.38474,SRID=4326;POINT (50.165301 15.384740),CZ
2808,Lovčičky,68354,49.068009,16.850309,SRID=4326;POINT (49.068009 16.850309),CZ
2809,Lovčovice,67531,48.981577,15.53442,SRID=4326;POINT (48.981577 15.534420),CZ
2810,Lovečkovice,41145,50.621676,14.263257,SRID=4326;POINT (50.621676 14.263257),CZ
2811,Lovosice,41002,50.515143,14.051142,SRID=4326;POINT (50.515143 14.051142),CZ
2812,Loza,33152,49.893909,13.290472,SRID=4326;POINT (49.893909 13.290472),CZ
2813,Lozice,53854,49.916576,16.023891,SRID=4326;POINT (49.916576 16.023891),CZ
2814,Lštění,25722,49.864385,14.71437,SRID=4326;POINT (49.864385 14.714370),CZ
2815,Lubě,67921,49.396274,16.526068,SRID=4326;POINT (49.396274 16.526068),CZ
2816,Lubenec,43983,50.132182,13.313301,SRID=4326;POINT (50.132182 13.313301),CZ
2817,Luběnice,78346,49.576275,17.120578,SRID=4326;POINT (49.576275 17.120578),CZ
2818,Lubná,56963,49.774189,16.223798,SRID=4326;POINT (49.774189 16.223798),CZ
2819,Lubná,27036,50.07703,13.700847,SRID=4326;POINT (50.077030 13.700847),CZ
2820,Lubná,76701,49.220846,17.398055,SRID=4326;POINT (49.220846 17.398055),CZ
2821,Lubné,59451,49.354268,16.275314,SRID=4326;POINT (49.354268 16.275314),CZ
2822,Lubnice,67107,48.939563,15.613963,SRID=4326;POINT (48.939563 15.613963),CZ
2823,Lubník,56301,49.888599,16.661647,SRID=4326;POINT (49.888599 16.661647),CZ
2824,Luboměř,74235,49.688754,17.706584,SRID=4326;POINT (49.688754 17.706584),CZ
2825,Luboměř pod Strážnou,75362,49.689117,17.663752,SRID=4326;POINT (49.689117 17.663752),CZ
2826,Luby,35137,50.252592,12.406065,SRID=4326;POINT (50.252592 12.406065),CZ
2827,Lučany nad Nisou,46871,50.741456,15.220572,SRID=4326;POINT (50.741456 15.220572),CZ
2828,Lučice,58235,49.662406,15.496764,SRID=4326;POINT (49.662406 15.496764),CZ
2829,Lučina,73939,49.716011,18.449769,SRID=4326;POINT (49.716011 18.449769),CZ
2830,Ludgeřovice,74714,49.89052,18.24019,SRID=4326;POINT (49.890520 18.240190),CZ
2831,Ludíkov,68001,49.455493,16.731887,SRID=4326;POINT (49.455493 16.731887),CZ
2832,Ludkovice,76341,49.114836,17.72672,SRID=4326;POINT (49.114836 17.726720),CZ
2833,Ludmírov,79855,49.641418,16.87332,SRID=4326;POINT (49.641418 16.873320),CZ
2834,Ludslavice,76852,49.299616,17.540777,SRID=4326;POINT (49.299616 17.540777),CZ
2835,Ludvíkov,79326,50.107531,17.342351,SRID=4326;POINT (50.107531 17.342351),CZ
2836,Ludvíkovice,40713,50.794169,14.256524,SRID=4326;POINT (50.794169 14.256524),CZ
2837,Luhačovice,76326,49.099922,17.757583,SRID=4326;POINT (49.099922 17.757583),CZ
2838,Luka,47201,50.51251,14.664183,SRID=4326;POINT (50.512510 14.664183),CZ
2839,Luká,78324,49.649243,16.947383,SRID=4326;POINT (49.649243 16.947383),CZ
2840,Luka nad Jihlavou,58822,49.374132,15.702039,SRID=4326;POINT (49.374132 15.702039),CZ
2841,Lukavec,39426,49.565511,14.990517,SRID=4326;POINT (49.565511 14.990517),CZ
2842,Lukavec,41002,50.501745,14.085804,SRID=4326;POINT (50.501745 14.085804),CZ
2843,Lukavec u Hořic,50801,50.395819,15.616987,SRID=4326;POINT (50.395819 15.616987),CZ
2844,Lukavice,51603,50.200324,16.293747,SRID=4326;POINT (50.200324 16.293747),CZ
2845,Lukavice,78901,49.823003,16.920503,SRID=4326;POINT (49.823003 16.920503),CZ
2846,Lukavice,53821,49.888935,15.839045,SRID=4326;POINT (49.888935 15.839045),CZ
2847,Lukavice,56151,50.060386,16.482177,SRID=4326;POINT (50.060386 16.482177),CZ
2848,Lukov,66902,48.861685,15.910794,SRID=4326;POINT (48.861685 15.910794),CZ
2849,Lukov,67602,49.073601,15.824336,SRID=4326;POINT (49.073601 15.824336),CZ
2850,Lukov,41804,50.528228,13.885519,SRID=4326;POINT (50.528228 13.885519),CZ
2851,Lukov,76317,49.290372,17.729695,SRID=4326;POINT (49.290372 17.729695),CZ
2852,Luková,56123,49.875582,16.606774,SRID=4326;POINT (49.875582 16.606774),CZ
2853,Lukovany,66484,49.162573,16.297954,SRID=4326;POINT (49.162573 16.297954),CZ
2854,Lukoveček,76316,49.30359,17.668809,SRID=4326;POINT (49.303590 17.668809),CZ
2855,Luleč,68303,49.253592,16.928755,SRID=4326;POINT (49.253592 16.928755),CZ
2856,Lupenice,51741,50.132992,16.273884,SRID=4326;POINT (50.132992 16.273884),CZ
2857,Luštěnice,29442,50.323059,14.93678,SRID=4326;POINT (50.323059 14.936780),CZ
2858,Lutín,78349,49.558552,17.135827,SRID=4326;POINT (49.558552 17.135827),CZ
2859,Lutonina,76312,49.238638,17.882915,SRID=4326;POINT (49.238638 17.882915),CZ
2860,Lutopecny,76701,49.301479,17.344491,SRID=4326;POINT (49.301479 17.344491),CZ
2861,Lužany,50305,50.33965,15.819476,SRID=4326;POINT (50.339650 15.819476),CZ
2862,Lužany,50706,50.431154,15.470396,SRID=4326;POINT (50.431154 15.470396),CZ
2863,Lužany,33454,49.546752,13.315847,SRID=4326;POINT (49.546752 13.315847),CZ
2864,Lužce,26718,49.98422,14.196827,SRID=4326;POINT (49.984220 14.196827),CZ
2865,Luže,53854,49.893513,16.028604,SRID=4326;POINT (49.893513 16.028604),CZ
2866,Lužec nad Cidlinou,50362,50.213644,15.411967,SRID=4326;POINT (50.213644 15.411967),CZ
2867,Lužec nad Vltavou,27706,50.321488,14.400326,SRID=4326;POINT (50.321488 14.400326),CZ
2868,Luženičky,34401,49.458913,12.897685,SRID=4326;POINT (49.458913 12.897685),CZ
2869,Lužice,38411,49.031398,14.205036,SRID=4326;POINT (49.031398 14.205036),CZ
2870,Lužice,69618,48.841077,17.071145,SRID=4326;POINT (48.841077 17.071145),CZ
2871,Lužice,78501,49.715844,17.259668,SRID=4326;POINT (49.715844 17.259668),CZ
2872,Lužice,43524,50.491802,13.75425,SRID=4326;POINT (50.491802 13.754250),CZ
2873,Lužná,27051,50.123876,13.770152,SRID=4326;POINT (50.123876 13.770152),CZ
2874,Lužná,75611,49.239886,18.019755,SRID=4326;POINT (49.239886 18.019755),CZ
2875,Lužnice,37901,49.063083,14.756284,SRID=4326;POINT (49.063083 14.756284),CZ
2876,Lysá nad Labem,28922,50.201532,14.832919,SRID=4326;POINT (50.201532 14.832919),CZ
2877,Lysice,67971,49.451697,16.537263,SRID=4326;POINT (49.451697 16.537263),CZ
2878,Lysovice,68201,49.21801,16.970637,SRID=4326;POINT (49.218010 16.970637),CZ
2879,Mackovice,67178,48.883712,16.309445,SRID=4326;POINT (48.883712 16.309445),CZ
2880,Mačkov,38801,49.40436,13.886196,SRID=4326;POINT (49.404360 13.886196),CZ
2881,Mahouš,38411,49.047948,14.256061,SRID=4326;POINT (49.047948 14.256061),CZ
2882,Machov,54963,50.499363,16.277008,SRID=4326;POINT (50.499363 16.277008),CZ
2883,Machová,76301,49.254401,17.545053,SRID=4326;POINT (49.254401 17.545053),CZ
2884,Majdalena,37803,48.960809,14.86141,SRID=4326;POINT (48.960809 14.861410),CZ
2885,Majetín,75103,49.498174,17.333246,SRID=4326;POINT (49.498174 17.333246),CZ
2886,Makotřasy,27354,50.144584,14.214806,SRID=4326;POINT (50.144584 14.214806),CZ
2887,Makov,67972,49.519247,16.483791,SRID=4326;POINT (49.519247 16.483791),CZ
2888,Makov,57001,49.855103,16.191233,SRID=4326;POINT (49.855103 16.191233),CZ
2889,Malá Bystřice,75627,49.409504,18.04863,SRID=4326;POINT (49.409504 18.048630),CZ
2890,Malá Hraštice,26203,49.807609,14.279979,SRID=4326;POINT (49.807609 14.279979),CZ
2891,Malá Lhota,67921,49.39199,16.549636,SRID=4326;POINT (49.391990 16.549636),CZ
2892,Malá Losenice,59211,49.600028,15.796704,SRID=4326;POINT (49.600028 15.796704),CZ
2893,Malá Morava,78833,50.096366,16.826768,SRID=4326;POINT (50.096366 16.826768),CZ
2894,Malá Morávka,79336,50.021157,17.311666,SRID=4326;POINT (50.021157 17.311666),CZ
2895,Malá Roudka,67963,49.60178,16.644574,SRID=4326;POINT (49.601780 16.644574),CZ
2896,Malá Skála,46822,50.646408,15.195534,SRID=4326;POINT (50.646408 15.195534),CZ
2897,Malá Štáhle,79501,49.9515,17.341559,SRID=4326;POINT (49.951500 17.341559),CZ
2898,Malá Úpa,54227,50.744947,15.820639,SRID=4326;POINT (50.744947 15.820639),CZ
2899,Malá Veleň,40502,50.741627,14.270704,SRID=4326;POINT (50.741627 14.270704),CZ
2900,Malá Víska,26762,49.776121,13.875624,SRID=4326;POINT (49.776121 13.875624),CZ
2901,Malá Vrbka,69673,48.869505,17.459307,SRID=4326;POINT (48.869505 17.459307),CZ
2902,Malčín,58291,49.688715,15.465269,SRID=4326;POINT (49.688715 15.465269),CZ
2903,Malé Březno,43401,50.462594,13.560308,SRID=4326;POINT (50.462594 13.560308),CZ
2904,Malé Březno,40002,50.672709,14.172366,SRID=4326;POINT (50.672709 14.172366),CZ
2905,Malé Hradisko,79849,49.493414,16.87669,SRID=4326;POINT (49.493414 16.876690),CZ
2906,Malé Kyšice,27351,50.061193,14.09042,SRID=4326;POINT (50.061193 14.090420),CZ
2907,Malé Přítočno,27351,50.107798,14.135713,SRID=4326;POINT (50.107798 14.135713),CZ
2908,Malé Svatoňovice,54234,50.534044,16.049886,SRID=4326;POINT (50.534044 16.049886),CZ
2909,Malé Výkleky,53316,50.119436,15.538618,SRID=4326;POINT (50.119436 15.538618),CZ
2910,Malé Žernoseky,41002,50.534078,14.05484,SRID=4326;POINT (50.534078 14.054840),CZ
2911,Maleč,58276,49.772128,15.676917,SRID=4326;POINT (49.772128 15.676917),CZ
2912,Malečov,40327,50.632028,14.119558,SRID=4326;POINT (50.632028 14.119558),CZ
2913,Malenice,38706,49.126512,13.882929,SRID=4326;POINT (49.126512 13.882929),CZ
2914,Malenovice,73911,49.579287,18.398071,SRID=4326;POINT (49.579287 18.398071),CZ
2915,Malešov,28541,49.911117,15.224443,SRID=4326;POINT (49.911117 15.224443),CZ
2916,Malešovice,66465,49.023694,16.501392,SRID=4326;POINT (49.023694 16.501392),CZ
2917,Maletín,78901,49.799359,16.78743,SRID=4326;POINT (49.799359 16.787430),CZ
2918,Malhostovice,66603,49.333699,16.502322,SRID=4326;POINT (49.333699 16.502322),CZ
2919,Malhotice,75353,49.490108,17.764264,SRID=4326;POINT (49.490108 17.764264),CZ
2920,Malíč,41201,50.543636,14.082115,SRID=4326;POINT (50.543636 14.082115),CZ
2921,Malíkov,57101,49.731136,16.69618,SRID=4326;POINT (49.731136 16.696180),CZ
2922,Malíkovice,27377,50.211503,13.982657,SRID=4326;POINT (50.211503 13.982657),CZ
2923,Malínky,68333,49.159408,17.160321,SRID=4326;POINT (49.159408 17.160321),CZ
2924,Malinová,27035,50.047922,13.667032,SRID=4326;POINT (50.047922 13.667032),CZ
2925,Málkov,26701,49.888313,14.023652,SRID=4326;POINT (49.888313 14.023652),CZ
2926,Málkov,43001,50.446278,13.333493,SRID=4326;POINT (50.446278 13.333493),CZ
2927,Malonty,38291,48.686212,14.576875,SRID=4326;POINT (48.686212 14.576875),CZ
2928,Malotice,28163,49.965299,14.977728,SRID=4326;POINT (49.965299 14.977728),CZ
2929,Malovice,38411,49.091285,14.225863,SRID=4326;POINT (49.091285 14.225863),CZ
2930,Malšice,39175,49.364014,14.578788,SRID=4326;POINT (49.364014 14.578788),CZ
2931,Malšín,38273,48.678126,14.287135,SRID=4326;POINT (48.678126 14.287135),CZ
2932,Malšovice,40502,50.735259,14.169817,SRID=4326;POINT (50.735259 14.169817),CZ
2933,Malý Beranov,58603,49.396595,15.637796,SRID=4326;POINT (49.396595 15.637796),CZ
2934,Malý Bor,34101,49.330621,13.652357,SRID=4326;POINT (49.330621 13.652357),CZ
2935,Malý Újezd,27731,50.33257,14.529687,SRID=4326;POINT (50.332570 14.529687),CZ
2936,Manětín,33162,49.991884,13.233304,SRID=4326;POINT (49.991884 13.233304),CZ
2937,Mankovice,74235,49.637559,17.880249,SRID=4326;POINT (49.637559 17.880249),CZ
2938,Maňovice,34101,49.393065,13.653942,SRID=4326;POINT (49.393065 13.653942),CZ
2939,Mariánské Lázně,35301,49.964699,12.701298,SRID=4326;POINT (49.964699 12.701298),CZ
2940,Mariánské Radčice,43532,50.574142,13.665101,SRID=4326;POINT (50.574142 13.665101),CZ
2941,Markvartice,58856,49.178289,15.617202,SRID=4326;POINT (49.178289 15.617202),CZ
2942,Markvartice,67522,49.200958,15.767422,SRID=4326;POINT (49.200958 15.767422),CZ
2943,Markvartice,50742,50.430868,15.196175,SRID=4326;POINT (50.430868 15.196175),CZ
2944,Markvartice,40742,50.775633,14.355383,SRID=4326;POINT (50.775633 14.355383),CZ
2945,Markvartovice,74714,49.906049,18.23613,SRID=4326;POINT (49.906049 18.236130),CZ
2946,Maršov,66471,49.28378,16.359854,SRID=4326;POINT (49.283780 16.359854),CZ
2947,Maršov u Úpice,54232,50.484721,15.976044,SRID=4326;POINT (50.484721 15.976044),CZ
2948,Maršovice,46801,50.696455,15.198577,SRID=4326;POINT (50.696455 15.198577),CZ
2949,Maršovice,25755,49.71367,14.564615,SRID=4326;POINT (49.713670 14.564615),CZ
2950,Martiněves,41119,50.372805,14.152928,SRID=4326;POINT (50.372805 14.152928),CZ
2951,Martinice,59401,49.371786,16.038309,SRID=4326;POINT (49.371786 16.038309),CZ
2952,Martinice,76901,49.310408,17.601188,SRID=4326;POINT (49.310408 17.601188),CZ
2953,Martinice u Onšova,39501,49.579951,15.115482,SRID=4326;POINT (49.579951 15.115482),CZ
2954,Martinice v Krkonoších,51232,50.580946,15.533412,SRID=4326;POINT (50.580946 15.533412),CZ
2955,Martínkov,67544,49.096759,15.711505,SRID=4326;POINT (49.096759 15.711505),CZ
2956,Martínkovice,54973,50.547626,16.342079,SRID=4326;POINT (50.547626 16.342079),CZ
2957,Mařenice,47156,50.807507,14.678659,SRID=4326;POINT (50.807507 14.678659),CZ
2958,Máslojedy,50303,50.297029,15.75893,SRID=4326;POINT (50.297029 15.758930),CZ
2959,Máslovice,25069,50.208722,14.37903,SRID=4326;POINT (50.208722 14.379030),CZ
2960,Masojedy,28201,50.026078,14.777985,SRID=4326;POINT (50.026078 14.777985),CZ
2961,Mastník,67522,49.180293,15.827933,SRID=4326;POINT (49.180293 15.827933),CZ
2962,Mašovice,66902,48.857475,15.973646,SRID=4326;POINT (48.857475 15.973646),CZ
2963,Mašťov,43156,50.262382,13.280572,SRID=4326;POINT (50.262382 13.280572),CZ
2964,Matějov,59212,49.528697,15.863108,SRID=4326;POINT (49.528697 15.863108),CZ
2965,Mazelov,37363,49.103053,14.617886,SRID=4326;POINT (49.103053 14.617886),CZ
2966,Mažice,39181,49.213602,14.612918,SRID=4326;POINT (49.213602 14.612918),CZ
2967,Mcely,28936,50.294356,15.075984,SRID=4326;POINT (50.294356 15.075984),CZ
2968,Meclov,34521,49.505676,12.880927,SRID=4326;POINT (49.505676 12.880927),CZ
2969,Mečeříž,29477,50.29048,14.7369,SRID=4326;POINT (50.290480 14.736900),CZ
2970,Mečichov,38736,49.347873,13.812134,SRID=4326;POINT (49.347873 13.812134),CZ
2971,Měčín,34012,49.480195,13.402993,SRID=4326;POINT (49.480195 13.402993),CZ
2972,Měděnec,43184,50.421723,13.115541,SRID=4326;POINT (50.421723 13.115541),CZ
2973,Medlice,67140,49.003081,16.121404,SRID=4326;POINT (49.003081 16.121404),CZ
2974,Medlov,66466,49.03519,16.522482,SRID=4326;POINT (49.035190 16.522482),CZ
2975,Medlov,78391,49.787639,17.062716,SRID=4326;POINT (49.787639 17.062716),CZ
2976,Medlovice,68201,49.27451,17.093049,SRID=4326;POINT (49.274510 17.093049),CZ
2977,Medlovice,68741,49.049125,17.27186,SRID=4326;POINT (49.049125 17.271860),CZ
2978,Medonosy,27721,50.494256,14.487049,SRID=4326;POINT (50.494256 14.487049),CZ
2979,Medový Újezd,33701,49.773949,13.719185,SRID=4326;POINT (49.773949 13.719185),CZ
2980,Měchenice,25206,49.908274,14.389375,SRID=4326;POINT (49.908274 14.389375),CZ
2981,Měcholupy,33551,49.519592,13.532756,SRID=4326;POINT (49.519592 13.532756),CZ
2982,Měcholupy,43931,50.26677,13.537482,SRID=4326;POINT (50.266770 13.537482),CZ
2983,Měkynec,38773,49.15838,14.029485,SRID=4326;POINT (49.158380 14.029485),CZ
2984,Melč,74784,49.850024,17.757906,SRID=4326;POINT (49.850024 17.757906),CZ
2985,Mělčany,66464,49.076242,16.4923,SRID=4326;POINT (49.076242 16.492300),CZ
2986,Mělnické Vtelno,27738,50.352413,14.695218,SRID=4326;POINT (50.352413 14.695218),CZ
2987,Mělník,27601,50.354002,14.481881,SRID=4326;POINT (50.354002 14.481881),CZ
2988,Měňany,26727,49.910104,14.117791,SRID=4326;POINT (49.910104 14.117791),CZ
2989,Menhartice,67531,48.990055,15.552611,SRID=4326;POINT (48.990055 15.552611),CZ
2990,Měník,50364,50.215505,15.528273,SRID=4326;POINT (50.215505 15.528273),CZ
2991,Měnín,66457,49.082495,16.694343,SRID=4326;POINT (49.082495 16.694343),CZ
2992,Merboltice,40502,50.684307,14.339205,SRID=4326;POINT (50.684307 14.339205),CZ
2993,Merklín,36234,50.32819,12.863613,SRID=4326;POINT (50.328190 12.863613),CZ
2994,Merklín,33452,49.560538,13.198008,SRID=4326;POINT (49.560538 13.198008),CZ
2995,Měrotín,78324,49.692571,17.001818,SRID=4326;POINT (49.692571 17.001818),CZ
2996,Měrovice nad Hanou,75201,49.34167,17.245955,SRID=4326;POINT (49.341670 17.245955),CZ
2997,Měrunice,41804,50.480523,13.818088,SRID=4326;POINT (50.480523 13.818088),CZ
2998,Měřín,59442,49.393312,15.883916,SRID=4326;POINT (49.393312 15.883916),CZ
2999,Městec Králové,28903,50.207281,15.297687,SRID=4326;POINT (50.207281 15.297687),CZ
3000,Městečko,27023,50.050739,13.86367,SRID=4326;POINT (50.050739 13.863670),CZ
3001,Městečko Trnávka,56941,49.709363,16.727541,SRID=4326;POINT (49.709363 16.727541),CZ
3002,Město Albrechtice,79395,50.163036,17.574913,SRID=4326;POINT (50.163036 17.574913),CZ
3003,Město Libavá,78307,49.721619,17.520135,SRID=4326;POINT (49.721619 17.520135),CZ
3004,Město Touškov,33033,49.77598,13.251189,SRID=4326;POINT (49.775980 13.251189),CZ
3005,Měšice,25064,50.198097,14.520024,SRID=4326;POINT (50.198097 14.520024),CZ
3006,Měšín,58601,49.437406,15.657133,SRID=4326;POINT (49.437406 15.657133),CZ
3007,Mešno,33843,49.655921,13.622053,SRID=4326;POINT (49.655921 13.622053),CZ
3008,Metylovice,73949,49.606756,18.339222,SRID=4326;POINT (49.606756 18.339222),CZ
3009,Mezholezy,34506,49.411826,13.103952,SRID=4326;POINT (49.411826 13.103952),CZ
3010,Mezholezy,34601,49.624867,12.905124,SRID=4326;POINT (49.624867 12.905124),CZ
3011,Meziboří,43513,50.62126,13.598813,SRID=4326;POINT (50.621260 13.598813),CZ
3012,Mezihoří,34012,49.488506,13.254671,SRID=4326;POINT (49.488506 13.254671),CZ
3013,Mezilečí,55205,50.453464,15.983292,SRID=4326;POINT (50.453464 15.983292),CZ
3014,Mezilesí,39501,49.541028,14.949183,SRID=4326;POINT (49.541028 14.949183),CZ
3015,Mezilesí,54923,50.356207,16.217095,SRID=4326;POINT (50.356207 16.217095),CZ
3016,Meziměstí,54981,50.624705,16.242178,SRID=4326;POINT (50.624705 16.242178),CZ
3017,Mezina,79201,49.958602,17.477161,SRID=4326;POINT (49.958602 17.477161),CZ
3018,Meziříčí,39131,49.436646,14.575126,SRID=4326;POINT (49.436646 14.575126),CZ
3019,Meziříčko,67526,49.109422,15.660333,SRID=4326;POINT (49.109422 15.660333),CZ
3020,Meziříčko,58827,49.405486,15.844614,SRID=4326;POINT (49.405486 15.844614),CZ
3021,Mezná,39201,49.258242,14.800827,SRID=4326;POINT (49.258242 14.800827),CZ
3022,Mezná,39301,49.34713,15.211484,SRID=4326;POINT (49.347130 15.211484),CZ
3023,Mezno,25786,49.534622,14.64504,SRID=4326;POINT (49.534622 14.645040),CZ
3024,Mezouň,26718,50.004378,14.214277,SRID=4326;POINT (50.004378 14.214277),CZ
3025,Mičovice,38301,48.983641,14.125165,SRID=4326;POINT (48.983641 14.125165),CZ
3026,Míčov-Sušice,53803,49.905062,15.605872,SRID=4326;POINT (49.905062 15.605872),CZ
3027,Michalovice,58001,49.577036,15.524426,SRID=4326;POINT (49.577036 15.524426),CZ
3028,Michalovice,41201,50.536682,14.082042,SRID=4326;POINT (50.536682 14.082042),CZ
3029,Míchov,67961,49.524132,16.615857,SRID=4326;POINT (49.524132 16.615857),CZ
3030,Mikolajice,74784,49.877258,17.793425,SRID=4326;POINT (49.877258 17.793425),CZ
3031,Mikulášovice,40779,50.965179,14.363794,SRID=4326;POINT (50.965179 14.363794),CZ
3032,Mikulčice,69619,48.816526,17.051171,SRID=4326;POINT (48.816526 17.051171),CZ
3033,Mikuleč,56802,49.805919,16.422601,SRID=4326;POINT (49.805919 16.422601),CZ
3034,Mikulov,69201,48.805383,16.637788,SRID=4326;POINT (48.805383 16.637788),CZ
3035,Mikulov,41901,50.687713,13.721712,SRID=4326;POINT (50.687713 13.721712),CZ
3036,Mikulovice,67133,48.956878,16.09478,SRID=4326;POINT (48.956878 16.094780),CZ
3037,Mikulovice,67522,49.161765,15.846693,SRID=4326;POINT (49.161765 15.846693),CZ
3038,Mikulovice,79084,50.298634,17.321655,SRID=4326;POINT (50.298634 17.321655),CZ
3039,Mikulovice,53002,49.989526,15.775487,SRID=4326;POINT (49.989526 15.775487),CZ
3040,Mikulůvka,75624,49.413614,17.925167,SRID=4326;POINT (49.413614 17.925167),CZ
3041,Milasín,59251,49.466338,16.228909,SRID=4326;POINT (49.466338 16.228909),CZ
3042,Milavče,34401,49.467066,12.980829,SRID=4326;POINT (49.467066 12.980829),CZ
3043,Milčice,28911,50.10547,14.991803,SRID=4326;POINT (50.105470 14.991803),CZ
3044,Mileč,33501,49.469232,13.605014,SRID=4326;POINT (49.469232 13.605014),CZ
3045,Milejovice,38701,49.188193,13.930185,SRID=4326;POINT (49.188193 13.930185),CZ
3046,Milenov,75361,49.562684,17.66712,SRID=4326;POINT (49.562684 17.667120),CZ
3047,Milešín,59451,49.368503,16.201661,SRID=4326;POINT (49.368503 16.201661),CZ
3048,Milešov,26256,49.589338,14.22151,SRID=4326;POINT (49.589338 14.221510),CZ
3049,Milešovice,68354,49.082845,16.854355,SRID=4326;POINT (49.082845 16.854355),CZ
3050,Miletín,50771,50.403916,15.682367,SRID=4326;POINT (50.403916 15.682367),CZ
3051,Milevsko,39901,49.450998,14.360109,SRID=4326;POINT (49.450998 14.360109),CZ
3052,Milhostov,35002,50.156155,12.453308,SRID=4326;POINT (50.156155 12.453308),CZ
3053,Miličín,25786,49.570793,14.66151,SRID=4326;POINT (49.570793 14.661510),CZ
3054,Milíčov,58805,49.395568,15.393119,SRID=4326;POINT (49.395568 15.393119),CZ
3055,Milíčovice,66902,48.891673,15.932448,SRID=4326;POINT (48.891673 15.932448),CZ
3056,Milíkov,35002,50.055886,12.547716,SRID=4326;POINT (50.055886 12.547716),CZ
3057,Milíkov,73981,49.585749,18.719541,SRID=4326;POINT (49.585749 18.719541),CZ
3058,Milín,26231,49.632028,14.046103,SRID=4326;POINT (49.632028 14.046103),CZ
3059,Milínov,33204,49.643171,13.566047,SRID=4326;POINT (49.643171 13.566047),CZ
3060,Milíře,34701,49.796407,12.5507783,SRID=4326;POINT (49.796407 12.5507783),CZ
3061,Milonice,67922,49.366571,16.568459,SRID=4326;POINT (49.366571 16.568459),CZ
3062,Milonice,68333,49.15947,17.071226,SRID=4326;POINT (49.159470 17.071226),CZ
3063,Miloňovice,38601,49.22067,13.958469,SRID=4326;POINT (49.220670 13.958469),CZ
3064,Milostín,27004,50.193824,13.669209,SRID=4326;POINT (50.193824 13.669209),CZ
3065,Milotice,69605,48.955858,17.141387,SRID=4326;POINT (48.955858 17.141387),CZ
