id,name,psc,latitude,longitude,location,country
1,Abertamy,36235,50.368855,12.818377,SRID=4326;POINT (50.368855 12.818377),CZ
2,Adamov,37371,49.000624,14.539603,SRID=4326;POINT (49.000624 14.539603),CZ
3,Adamov,67904,49.295708,16.663955,SRID=4326;POINT (49.295708 16.663955),CZ
4,Adamov,28601,49.857917,15.409018,SRID=4326;POINT (49.857917 15.409018),CZ
5,Adršpach,54957,50.624387,16.083501,SRID=4326;POINT (50.624387 16.083501),CZ
6,Albrechtice,73543,49.786552,18.524545,SRID=4326;POINT (49.786552 18.524545),CZ
7,Albrechtice,56301,49.927643,16.644801,SRID=4326;POINT (49.927643 16.644801),CZ
8,Albrechtice nad Orlicí,51722,50.139886,16.064472,SRID=4326;POINT (50.139886 16.064472),CZ
9,Albrechtice nad Vltavou,39816,49.253337,14.302929,SRID=4326;POINT (49.253337 14.302929),CZ
10,Albrechtice v Jizerských horách,46843,50.7624,15.275813,SRID=4326;POINT (50.762400 15.275813),CZ
11,Albrechtičky,74255,49.70179,18.095627,SRID=4326;POINT (49.701790 18.095627),CZ
12,Alojzov,79804,49.423541,17.041589,SRID=4326;POINT (49.423541 17.041589),CZ
13,Andělská Hora,36471,50.20449,12.962918,SRID=4326;POINT (50.204490 12.962918),CZ
14,Andělská Hora,79331,50.060911,17.389192,SRID=4326;POINT (50.060911 17.389192),CZ
15,Anenská Studánka,56301,49.849856,16.54033,SRID=4326;POINT (49.849856 16.540330),CZ
16,Archlebov,69633,49.043689,17.004911,SRID=4326;POINT (49.043689 17.004911),CZ
17,Arneštovice,39501,49.53161,15.117873,SRID=4326;POINT (49.531610 15.117873),CZ
18,Arnolec,58827,49.436298,15.823702,SRID=4326;POINT (49.436298 15.823702),CZ
19,Arnoltice,40714,50.837124,14.264055,SRID=4326;POINT (50.837124 14.264055),CZ
20,Aš,35201,50.223983,12.195113,SRID=4326;POINT (50.223983 12.195113),CZ
21,Babice,38411,49.024865,14.237677,SRID=4326;POINT (49.024865 14.237677),CZ
22,Babice,67544,49.135413,15.770586,SRID=4326;POINT (49.135413 15.770586),CZ
23,Babice,50351,50.192196,15.585617,SRID=4326;POINT (50.192196 15.585617),CZ
24,Babice,78501,49.737929,17.260966,SRID=4326;POINT (49.737929 17.260966),CZ
25,Babice,25101,50.008089,14.715907,SRID=4326;POINT (50.008089 14.715907),CZ
26,Babice,68703,49.123859,17.476827,SRID=4326;POINT (49.123859 17.476827),CZ
27,Babice nad Svitavou,66401,49.283402,16.696235,SRID=4326;POINT (49.283402 16.696235),CZ
28,Babice u Rosic,66484,49.173078,16.358273,SRID=4326;POINT (49.173078 16.358273),CZ
29,Babylon,34401,49.398761,12.862893,SRID=4326;POINT (49.398761 12.862893),CZ
30,Bácovice,39301,49.455771,15.158118,SRID=4326;POINT (49.455771 15.158118),CZ
31,Bačalky,50723,50.385047,15.15353,SRID=4326;POINT (50.385047 15.153530),CZ
32,Bačetín,51801,50.299877,16.233416,SRID=4326;POINT (50.299877 16.233416),CZ
33,Bačice,67555,49.081736,16.027802,SRID=4326;POINT (49.081736 16.027802),CZ
34,Bačkov,58291,49.735384,15.462118,SRID=4326;POINT (49.735384 15.462118),CZ
35,Bačkovice,67532,48.965699,15.589,SRID=4326;POINT (48.965699 15.589000),CZ
36,Bakov nad Jizerou,29401,50.482406,14.941596,SRID=4326;POINT (50.482406 14.941596),CZ
37,Baliny,59401,49.332666,15.952501,SRID=4326;POINT (49.332666 15.952501),CZ
38,Balkova Lhota,39131,49.452124,14.608319,SRID=4326;POINT (49.452124 14.608319),CZ
39,Banín,56802,49.665712,16.46203,SRID=4326;POINT (49.665712 16.462030),CZ
40,Bánov,68754,48.988113,17.717631,SRID=4326;POINT (48.988113 17.717631),CZ
41,Báňovice,38001,49.011855,15.49034,SRID=4326;POINT (49.011855 15.490340),CZ
42,Bantice,67161,48.883187,16.182493,SRID=4326;POINT (48.883187 16.182493),CZ
43,Barchov,50401,50.197698,15.56774,SRID=4326;POINT (50.197698 15.567740),CZ
44,Barchov,53002,49.999411,15.68091,SRID=4326;POINT (49.999411 15.680910),CZ
45,Barchovice,28163,49.944355,14.969206,SRID=4326;POINT (49.944355 14.969206),CZ
46,Bartošovice,74254,49.66894,18.054715,SRID=4326;POINT (49.668940 18.054715),CZ
47,Bartošovice v Orlických horách,51761,50.16408,16.547862,SRID=4326;POINT (50.164080 16.547862),CZ
48,Bartoušov,58001,49.601128,15.618547,SRID=4326;POINT (49.601128 15.618547),CZ
49,Bařice-Velké Těšany,76701,49.245527,17.426201,SRID=4326;POINT (49.245527 17.426201),CZ
50,Baška,73901,49.645943,18.372443,SRID=4326;POINT (49.645943 18.372443),CZ
51,Bašnice,50801,50.334576,15.605129,SRID=4326;POINT (50.334576 15.605129),CZ
52,Bašť,25065,50.205242,14.477405,SRID=4326;POINT (50.205242 14.477405),CZ
53,Batelov,58851,49.290179,15.410734,SRID=4326;POINT (49.290179 15.410734),CZ
54,Batňovice,54237,50.517692,16.03674,SRID=4326;POINT (50.517692 16.036740),CZ
55,Bavorov,38773,49.121951,14.079028,SRID=4326;POINT (49.121951 14.079028),CZ
56,Bavory,69201,48.834789,16.622349,SRID=4326;POINT (48.834789 16.622349),CZ
57,Bavoryně,26751,49.895907,13.961126,SRID=4326;POINT (49.895907 13.961126),CZ
58,Bdeněves,33032,49.76964,13.235291,SRID=4326;POINT (49.769640 13.235291),CZ
59,Bdín,27054,50.214245,13.858851,SRID=4326;POINT (50.214245 13.858851),CZ
60,Bečice,37501,49.215784,14.501318,SRID=4326;POINT (49.215784 14.501318),CZ
61,Bečice,39175,49.381437,14.539787,SRID=4326;POINT (49.381437 14.539787),CZ
62,Bečov,43526,50.449824,13.717955,SRID=4326;POINT (50.449824 13.717955),CZ
63,Bečov nad Teplou,36464,50.083561,12.838429,SRID=4326;POINT (50.083561 12.838429),CZ
64,Bečváry,28143,49.956809,15.079916,SRID=4326;POINT (49.956809 15.079916),CZ
65,Bedihošť,79821,49.448359,17.166534,SRID=4326;POINT (49.448359 17.166534),CZ
66,Bednárec,37842,49.195339,15.093296,SRID=4326;POINT (49.195339 15.093296),CZ
67,Bednáreček,37842,49.210179,15.144034,SRID=4326;POINT (49.210179 15.144034),CZ
68,Bedřichov,67971,49.461276,16.465422,SRID=4326;POINT (49.461276 16.465422),CZ
69,Bedřichov,46812,50.791188,15.142571,SRID=4326;POINT (50.791188 15.142571),CZ
70,Běhařov,34021,49.344879,13.160291,SRID=4326;POINT (49.344879 13.160291),CZ
71,Běhařovice,67139,49.004036,16.078723,SRID=4326;POINT (49.004036 16.078723),CZ
72,Běchary,50732,50.31413,15.292617,SRID=4326;POINT (50.314130 15.292617),CZ
73,Bechlín,41186,50.416252,14.341026,SRID=4326;POINT (50.416252 14.341026),CZ
74,Bechyně,39165,49.295336,14.468202,SRID=4326;POINT (49.295336 14.468202),CZ
75,Bělá,58401,49.754546,15.240686,SRID=4326;POINT (49.754546 15.240686),CZ
76,Bělá,39301,49.312617,15.260715,SRID=4326;POINT (49.312617 15.260715),CZ
77,Bělá,51401,50.534417,15.445427,SRID=4326;POINT (50.534417 15.445427),CZ
78,Bělá,74723,49.972429,18.144995,SRID=4326;POINT (49.972429 18.144995),CZ
79,Bělá nad Radbuzou,34526,49.591261,12.717718,SRID=4326;POINT (49.591261 12.717718),CZ
80,Bělá nad Svitavou,56905,49.640287,16.482734,SRID=4326;POINT (49.640287 16.482734),CZ
81,Bělá pod Bezdězem,29421,50.501314,14.80429,SRID=4326;POINT (50.501314 14.804290),CZ
82,Bělá pod Pradědem,79001,50.164036,17.196677,SRID=4326;POINT (50.164036 17.196677),CZ
83,Bělá u Jevíčka,56943,49.639593,16.646009,SRID=4326;POINT (49.639593 16.646009),CZ
84,Bělčice,38743,49.502517,13.875856,SRID=4326;POINT (49.502517 13.875856),CZ
85,Běleč,39143,49.543779,14.837357,SRID=4326;POINT (49.543779 14.837357),CZ
86,Běleč,67923,49.434036,16.383235,SRID=4326;POINT (49.434036 16.383235),CZ
87,Běleč,27363,50.056269,13.993082,SRID=4326;POINT (50.056269 13.993082),CZ
88,Běleč nad Orlicí,50346,50.198081,15.942805,SRID=4326;POINT (50.198081 15.942805),CZ
89,Bělkovice-Lašťany,78316,49.668757,17.317289,SRID=4326;POINT (49.668757 17.317289),CZ
90,Běloky,27353,50.131539,14.220862,SRID=4326;POINT (50.131539 14.220862),CZ
91,Bělotín,75364,49.5913,17.806648,SRID=4326;POINT (49.591300 17.806648),CZ
92,Bělov,76821,49.21609,17.484879,SRID=4326;POINT (49.216090 17.484879),CZ
93,Bělušice,28002,50.069172,15.322001,SRID=4326;POINT (50.069172 15.322001),CZ
94,Bělušice,43401,50.449262,13.762928,SRID=4326;POINT (50.449262 13.762928),CZ
95,Benátky,50303,50.310292,15.736096,SRID=4326;POINT (50.310292 15.736096),CZ
96,Benátky,57001,49.854287,16.326847,SRID=4326;POINT (49.854287 16.326847),CZ
97,Benátky nad Jizerou,29471,50.289261,14.824612,SRID=4326;POINT (50.289261 14.824612),CZ
98,Benecko,51237,50.666433,15.548272,SRID=4326;POINT (50.666433 15.548272),CZ
99,Benešov,67953,49.509531,16.770698,SRID=4326;POINT (49.509531 16.770698),CZ
100,Benešov,25601,49.783882,14.68747,SRID=4326;POINT (49.783882 14.687470),CZ
101,Benešov nad Černou,38282,48.729507,14.627471,SRID=4326;POINT (48.729507 14.627471),CZ
102,Benešov nad Ploučnicí,40722,50.741692,14.3125,SRID=4326;POINT (50.741692 14.312500),CZ
103,Benešov u Semil,51206,50.603258,15.368478,SRID=4326;POINT (50.603258 15.368478),CZ
104,Benešovice,34901,49.726964,12.901799,SRID=4326;POINT (49.726964 12.901799),CZ
105,Benetice,67506,49.297738,15.867436,SRID=4326;POINT (49.297738 15.867436),CZ
106,Beňov,75002,49.41746,17.501452,SRID=4326;POINT (49.417460 17.501452),CZ
107,Bernardov,28401,50.014231,15.398668,SRID=4326;POINT (50.014231 15.398668),CZ
108,Bernartice,39843,49.368999,14.381118,SRID=4326;POINT (49.368999 14.381118),CZ
109,Bernartice,54204,50.644783,15.965926,SRID=4326;POINT (50.644783 15.965926),CZ
110,Bernartice,79057,50.389907,17.078379,SRID=4326;POINT (50.389907 17.078379),CZ
111,Bernartice,25765,49.675666,15.129249,SRID=4326;POINT (49.675666 15.129249),CZ
112,Bernartice nad Odrou,74101,49.610207,17.947885,SRID=4326;POINT (49.610207 17.947885),CZ
113,Beroun,26601,49.967305,14.086384,SRID=4326;POINT (49.967305 14.086384),CZ
114,Běrunice,28908,50.185843,15.333694,SRID=4326;POINT (50.185843 15.333694),CZ
115,Beřovice,27371,50.269119,14.12366,SRID=4326;POINT (50.269119 14.123660),CZ
116,Besednice,38281,48.790089,14.556987,SRID=4326;POINT (48.790089 14.556987),CZ
117,Běstovice,56501,50.020237,16.211026,SRID=4326;POINT (50.020237 16.211026),CZ
118,Běstvina,53845,49.837134,15.595868,SRID=4326;POINT (49.837134 15.595868),CZ
119,Běšiny,33901,49.301709,13.312677,SRID=4326;POINT (49.301709 13.312677),CZ
120,Běštín,26724,49.807406,14.01634,SRID=4326;POINT (49.807406 14.016340),CZ
121,Bezděčí u Trnávky,56943,49.692503,16.763539,SRID=4326;POINT (49.692503 16.763539),CZ
122,Bezdědovice,38801,49.444294,13.880068,SRID=4326;POINT (49.444294 13.880068),CZ
123,Bezděkov,58301,49.732931,15.730501,SRID=4326;POINT (49.732931 15.730501),CZ
124,Bezděkov,53501,50.008869,15.644768,SRID=4326;POINT (50.008869 15.644768),CZ
125,Bezděkov,33901,49.3795,13.297971,SRID=4326;POINT (49.379500 13.297971),CZ
126,Bezděkov,33824,49.824389,13.596645,SRID=4326;POINT (49.824389 13.596645),CZ
127,Bezděkov nad Metují,54964,50.509838,16.229341,SRID=4326;POINT (50.509838 16.229341),CZ
128,Bezděkov pod Třemšínem,26242,49.577203,13.878564,SRID=4326;POINT (49.577203 13.878564),CZ
129,Bezděz,47201,50.533742,14.722084,SRID=4326;POINT (50.533742 14.722084),CZ
130,Bezdružice,34953,49.906771,12.971351,SRID=4326;POINT (49.906771 12.971351),CZ
131,Bezkov,66902,48.871321,15.951352,SRID=4326;POINT (48.871321 15.951352),CZ
132,Bezměrov,76701,49.329903,17.334894,SRID=4326;POINT (49.329903 17.334894),CZ
133,Bezno,29429,50.367388,14.795726,SRID=4326;POINT (50.367388 14.795726),CZ
134,Bezuchov,75354,49.462827,17.608881,SRID=4326;POINT (49.462827 17.608881),CZ
135,Bezvěrov,33041,49.995118,13.059113,SRID=4326;POINT (49.995118 13.059113),CZ
136,Bílá,46343,50.664931,15.035522,SRID=4326;POINT (50.664931 15.035522),CZ
137,Bílá,73915,49.442171,18.453037,SRID=4326;POINT (49.442171 18.453037),CZ
138,Bílá Hlína,29501,50.532604,14.925357,SRID=4326;POINT (50.532604 14.925357),CZ
139,Bílá Lhota,78321,49.709629,16.97518,SRID=4326;POINT (49.709629 16.975180),CZ
140,Bílá Třemešná,54472,50.444749,15.74112,SRID=4326;POINT (50.444749 15.741120),CZ
141,Bílá Voda,79069,50.442133,16.916515,SRID=4326;POINT (50.442133 16.916515),CZ
142,Bílčice,79368,49.869715,17.565611,SRID=4326;POINT (49.869715 17.565611),CZ
143,Bílé Podolí,28572,49.956586,15.491127,SRID=4326;POINT (49.956586 15.491127),CZ
144,Bílé Poličany,54452,50.390894,15.731985,SRID=4326;POINT (50.390894 15.731985),CZ
145,Bílence,43001,50.424657,13.50601,SRID=4326;POINT (50.424657 13.506010),CZ
146,Bílichov,27374,50.262151,13.916459,SRID=4326;POINT (50.262151 13.916459),CZ
147,Bílina,41801,50.548647,13.775459,SRID=4326;POINT (50.548647 13.775459),CZ
148,Bílkovice,25726,49.759822,14.861056,SRID=4326;POINT (49.759822 14.861056),CZ
149,Bílov,74301,49.73417,18.001712,SRID=4326;POINT (49.734170 18.001712),CZ
150,Bílov,33141,50.017964,13.42495,SRID=4326;POINT (50.017964 13.424950),CZ
151,Bílovec,74301,49.756486,18.015919,SRID=4326;POINT (49.756486 18.015919),CZ
152,Bílovice,68712,49.099749,17.549716,SRID=4326;POINT (49.099749 17.549716),CZ
153,Bílovice nad Svitavou,66401,49.247178,16.672575,SRID=4326;POINT (49.247178 16.672575),CZ
154,Bílovice-Lutotín,79841,49.511097,17.043319,SRID=4326;POINT (49.511097 17.043319),CZ
155,Bílsko,38773,49.159145,14.059108,SRID=4326;POINT (49.159145 14.059108),CZ
156,Bílsko,78322,49.644661,17.019776,SRID=4326;POINT (49.644661 17.019776),CZ
157,Bílsko u Hořic,50801,50.369489,15.600604,SRID=4326;POINT (50.369489 15.600604),CZ
158,Bílý Kámen,58841,49.417417,15.560205,SRID=4326;POINT (49.417417 15.560205),CZ
159,Bílý Kostel nad Nisou,46331,50.823246,14.924507,SRID=4326;POINT (50.823246 14.924507),CZ
160,Bílý Potok,46362,50.873842,15.222203,SRID=4326;POINT (50.873842 15.222203),CZ
161,Bílý Újezd,51801,50.238541,16.22537,SRID=4326;POINT (50.238541 16.225370),CZ
162,Biřkov,33401,49.518156,13.230256,SRID=4326;POINT (49.518156 13.230256),CZ
163,Biskoupky,66491,49.097789,16.281386,SRID=4326;POINT (49.097789 16.281386),CZ
164,Biskupice,79812,49.459774,17.236699,SRID=4326;POINT (49.459774 17.236699),CZ
165,Biskupice,53843,49.872861,15.512907,SRID=4326;POINT (49.872861 15.512907),CZ
166,Biskupice,56943,49.647572,16.758148,SRID=4326;POINT (49.647572 16.758148),CZ
167,Biskupice,76341,49.083208,17.710527,SRID=4326;POINT (49.083208 17.710527),CZ
168,Biskupice-Pulkov,67558,49.038255,16.009555,SRID=4326;POINT (49.038255 16.009555),CZ
169,Bítouchov,29401,50.475882,14.889523,SRID=4326;POINT (50.475882 14.889523),CZ
170,Bítov,67110,48.936395,15.729075,SRID=4326;POINT (48.936395 15.729075),CZ
171,Bítov,74301,49.800422,18.047592,SRID=4326;POINT (49.800422 18.047592),CZ
172,Bítovany,53851,49.897307,15.86473,SRID=4326;POINT (49.897307 15.864730),CZ
173,Bítovčice,58822,49.368136,15.734153,SRID=4326;POINT (49.368136 15.734153),CZ
174,Bitozeves,44001,50.37326,13.640793,SRID=4326;POINT (50.373260 13.640793),CZ
175,Blanné,67154,48.992037,15.883346,SRID=4326;POINT (48.992037 15.883346),CZ
176,Blansko,67801,49.36495,16.647855,SRID=4326;POINT (49.364950 16.647855),CZ
177,Blatce,47201,50.502986,14.603251,SRID=4326;POINT (50.502986 14.603251),CZ
178,Blatec,78375,49.528444,17.238673,SRID=4326;POINT (49.528444 17.238673),CZ
179,Blatná,38801,49.424993,13.881864,SRID=4326;POINT (49.424993 13.881864),CZ
180,Blatnice,67551,49.070235,15.871431,SRID=4326;POINT (49.070235 15.871431),CZ
181,Blatnice,33025,49.719824,13.156096,SRID=4326;POINT (49.719824 13.156096),CZ
182,Blatnice pod Svatým Antonínkem,69671,48.946824,17.466069,SRID=4326;POINT (48.946824 17.466069),CZ
183,Blatnička,69671,48.935609,17.530151,SRID=4326;POINT (48.935609 17.530151),CZ
184,Blatno,43001,50.511799,13.358172,SRID=4326;POINT (50.511799 13.358172),CZ
185,Blatno,43984,50.097026,13.389809,SRID=4326;POINT (50.097026 13.389809),CZ
186,Blazice,76861,49.44257,17.645401,SRID=4326;POINT (49.442570 17.645401),CZ
187,Blažejov,37852,49.142295,15.096553,SRID=4326;POINT (49.142295 15.096553),CZ
188,Blažejovice,25768,49.619897,15.200036,SRID=4326;POINT (49.619897 15.200036),CZ
189,Blažim,33038,49.916024,13.047724,SRID=4326;POINT (49.916024 13.047724),CZ
190,Blažim,44001,50.40695,13.628683,SRID=4326;POINT (50.406950 13.628683),CZ
191,Blažkov,59251,49.473174,16.185267,SRID=4326;POINT (49.473174 16.185267),CZ
192,Blažovice,66408,49.165785,16.786216,SRID=4326;POINT (49.165785 16.786216),CZ
193,Blešno,50346,50.214011,15.930746,SRID=4326;POINT (50.214011 15.930746),CZ
194,Blevice,27328,50.209825,14.236267,SRID=4326;POINT (50.209825 14.236267),CZ
195,Blízkov,59442,49.400584,15.90881,SRID=4326;POINT (49.400584 15.908810),CZ
196,Blížejov,34545,49.500115,12.989366,SRID=4326;POINT (49.500115 12.989366),CZ
197,Blíževedly,47104,50.608503,14.396598,SRID=4326;POINT (50.608503 14.396598),CZ
198,Blížkovice,67155,48.999862,15.834918,SRID=4326;POINT (48.999862 15.834918),CZ
199,Blovice,33601,49.582303,13.540199,SRID=4326;POINT (49.582303 13.540199),CZ
200,Blšany,43988,50.217441,13.471313,SRID=4326;POINT (50.217441 13.471313),CZ
201,Blšany u Loun,44001,50.347086,13.852757,SRID=4326;POINT (50.347086 13.852757),CZ
202,Blučina,66456,49.055066,16.644601,SRID=4326;POINT (49.055066 16.644601),CZ
203,Bludov,78961,49.941116,16.928111,SRID=4326;POINT (49.941116 16.928111),CZ
204,Bludov,28601,49.807592,15.255286,SRID=4326;POINT (49.807592 15.255286),CZ
205,Bobnice,28931,50.219681,15.053622,SRID=4326;POINT (50.219681 15.053622),CZ
206,Bobrová,59255,49.482402,16.118399,SRID=4326;POINT (49.482402 16.118399),CZ
207,Bobrůvka,59255,49.44874,16.093912,SRID=4326;POINT (49.448740 16.093912),CZ
208,Bocanovice,73991,49.569174,18.738514,SRID=4326;POINT (49.569174 18.738514),CZ
209,Boháňka,50801,50.365894,15.708485,SRID=4326;POINT (50.365894 15.708485),CZ
210,Boharyně,50323,50.203911,15.630961,SRID=4326;POINT (50.203911 15.630961),CZ
211,Bohaté Málkovice,68501,49.189126,17.014284,SRID=4326;POINT (49.189126 17.014284),CZ
212,Bohatice,47002,50.669033,14.679426,SRID=4326;POINT (50.669033 14.679426),CZ
213,Bohdalec,59255,49.474379,16.05987,SRID=4326;POINT (49.474379 16.059870),CZ
214,Bohdalice-Pavlovice,68341,49.214143,17.030228,SRID=4326;POINT (49.214143 17.030228),CZ
215,Bohdalín,39491,49.307781,15.015943,SRID=4326;POINT (49.307781 15.015943),CZ
216,Bohdalov,59213,49.480764,15.876542,SRID=4326;POINT (49.480764 15.876542),CZ
217,Bohdalovice,38101,48.74294,14.286864,SRID=4326;POINT (48.742940 14.286864),CZ
218,Bohdaneč,28525,49.778273,15.222656,SRID=4326;POINT (49.778273 15.222656),CZ
219,Bohdašín,51801,50.338561,16.225153,SRID=4326;POINT (50.338561 16.225153),CZ
220,Bohdíkov,78964,50.010058,16.904438,SRID=4326;POINT (50.010058 16.904438),CZ
221,Bohostice,26231,49.602243,14.138233,SRID=4326;POINT (49.602243 14.138233),CZ
222,Bohumilice,38481,49.09618,13.816441,SRID=4326;POINT (49.096180 13.816441),CZ
223,Bohumín,73581,49.904426,18.357074,SRID=4326;POINT (49.904426 18.357074),CZ
224,Bohunice,38422,49.132496,13.973287,SRID=4326;POINT (49.132496 13.973287),CZ
225,Bohuňov,59301,49.560508,16.202547,SRID=4326;POINT (49.560508 16.202547),CZ
226,Bohuňov,56904,49.599198,16.463955,SRID=4326;POINT (49.599198 16.463955),CZ
227,Bohuňovice,78314,49.663112,17.287037,SRID=4326;POINT (49.663112 17.287037),CZ
228,Bohuňovice,57001,49.907982,16.262964,SRID=4326;POINT (49.907982 16.262964),CZ
229,Bohuslavice,58856,49.14953,15.575917,SRID=4326;POINT (49.149530 15.575917),CZ
230,Bohuslavice,54906,50.312731,16.088688,SRID=4326;POINT (50.312731 16.088688),CZ
231,Bohuslavice,74719,49.942415,18.128764,SRID=4326;POINT (49.942415 18.128764),CZ
232,Bohuslavice,79856,49.620952,16.957654,SRID=4326;POINT (49.620952 16.957654),CZ
233,Bohuslavice,78972,49.826153,16.940636,SRID=4326;POINT (49.826153 16.940636),CZ
234,Bohuslavice nad Vláří,76321,49.090273,17.926421,SRID=4326;POINT (49.090273 17.926421),CZ
235,Bohuslavice u Zlína,76351,49.163201,17.636864,SRID=4326;POINT (49.163201 17.636864),CZ
236,Bohuslávky,75131,49.555256,17.567886,SRID=4326;POINT (49.555256 17.567886),CZ
237,Bohušice,67551,49.085207,15.852226,SRID=4326;POINT (49.085207 15.852226),CZ
238,Bohušov,79399,50.243389,17.713963,SRID=4326;POINT (50.243389 17.713963),CZ
239,Bohušovice nad Ohří,41156,50.493264,14.150595,SRID=4326;POINT (50.493264 14.150595),CZ
240,Bohutice,67176,48.991375,16.357739,SRID=4326;POINT (48.991375 16.357739),CZ
241,Bohutín,78962,49.953611,16.882039,SRID=4326;POINT (49.953611 16.882039),CZ
242,Bohutín,26241,49.65562,13.943995,SRID=4326;POINT (49.655620 13.943995),CZ
243,Bohy,33141,49.937892,13.575531,SRID=4326;POINT (49.937892 13.575531),CZ
244,Bochoř,75002,49.421475,17.428459,SRID=4326;POINT (49.421475 17.428459),CZ
245,Bochov,36471,50.151007,13.045282,SRID=4326;POINT (50.151007 13.045282),CZ
246,Bochovice,67505,49.320924,15.896424,SRID=4326;POINT (49.320924 15.896424),CZ
247,Bojanov,53826,49.841414,15.704985,SRID=4326;POINT (49.841414 15.704985),CZ
248,Bojanovice,67153,48.968259,15.989159,SRID=4326;POINT (48.968259 15.989159),CZ
249,Bojanovice,25206,49.854542,14.352145,SRID=4326;POINT (49.854542 14.352145),CZ
250,Bojiště,58401,49.667888,15.286899,SRID=4326;POINT (49.667888 15.286899),CZ
251,Bojkovice,68771,49.038744,17.814983,SRID=4326;POINT (49.038744 17.814983),CZ
252,Bolatice,74723,49.951819,18.08369,SRID=4326;POINT (49.951819 18.083690),CZ
253,Boleboř,43121,50.540271,13.413447,SRID=4326;POINT (50.540271 13.413447),CZ
254,Bolehošť,51731,50.213724,16.077076,SRID=4326;POINT (50.213724 16.077076),CZ
255,Boleradice,69112,48.966776,16.814026,SRID=4326;POINT (48.966776 16.814026),CZ
256,Bolešiny,33901,49.410002,13.361712,SRID=4326;POINT (49.410002 13.361712),CZ
257,Boletice (vojenský újezd),38229,48.824975,14.217435,SRID=4326;POINT (48.824975 14.217435),CZ
258,Bolkov,33401,49.533675,13.223973,SRID=4326;POINT (49.533675 13.223973),CZ
259,Boňkov,58255,49.54715,15.447573,SRID=4326;POINT (49.547150 15.447573),CZ
260,Bor,34802,49.711706,12.775276,SRID=4326;POINT (49.711706 12.775276),CZ
261,Bor u Skutče,53944,49.822412,16.127052,SRID=4326;POINT (49.822412 16.127052),CZ
262,Borač,59261,49.400915,16.361217,SRID=4326;POINT (49.400915 16.361217),CZ
263,Bordovice,74401,49.546979,18.152729,SRID=4326;POINT (49.546979 18.152729),CZ
264,Boreč,29426,50.407453,14.732498,SRID=4326;POINT (50.407453 14.732498),CZ
265,Borek,37367,49.023491,14.500984,SRID=4326;POINT (49.023491 14.500984),CZ
266,Borek,58282,49.791915,15.590083,SRID=4326;POINT (49.791915 15.590083),CZ
267,Borek,50771,50.438962,15.654346,SRID=4326;POINT (50.438962 15.654346),CZ
268,Borek,53401,50.127301,15.856639,SRID=4326;POINT (50.127301 15.856639),CZ
269,Borek,27714,50.222684,14.647521,SRID=4326;POINT (50.222684 14.647521),CZ
270,Borkovany,69175,49.028264,16.810211,SRID=4326;POINT (49.028264 16.810211),CZ
271,Borkovice,39181,49.208048,14.643532,SRID=4326;POINT (49.208048 14.643532),CZ
272,Borohrádek,51724,50.09787,16.093365,SRID=4326;POINT (50.097870 16.093365),CZ
273,Borotice,67178,48.857391,16.242711,SRID=4326;POINT (48.857391 16.242711),CZ
274,Borotice,26215,49.735072,14.279808,SRID=4326;POINT (49.735072 14.279808),CZ
275,Borotín,39135,49.505132,14.61307,SRID=4326;POINT (49.505132 14.613070),CZ
276,Borotín,67937,49.581447,16.671585,SRID=4326;POINT (49.581447 16.671585),CZ
277,Borová,54701,50.386091,16.253287,SRID=4326;POINT (50.386091 16.253287),CZ
278,Borová,56982,49.741782,16.162337,SRID=4326;POINT (49.741782 16.162337),CZ
279,Borová Lada,38492,48.989939,13.659961,SRID=4326;POINT (48.989939 13.659961),CZ
280,Borovany,37312,48.898704,14.642367,SRID=4326;POINT (48.898704 14.642367),CZ
281,Borovany,39843,49.343099,14.392567,SRID=4326;POINT (49.343099 14.392567),CZ
282,Borovná,58856,49.164698,15.394712,SRID=4326;POINT (49.164698 15.394712),CZ
283,Borovnice,37007,48.912174,14.519089,SRID=4326;POINT (48.912174 14.519089),CZ
284,Borovnice,59242,49.667328,16.202654,SRID=4326;POINT (49.667328 16.202654),CZ
285,Borovnice,51741,50.063008,16.245418,SRID=4326;POINT (50.063008 16.245418),CZ
286,Borovnice,54477,50.509256,15.617294,SRID=4326;POINT (50.509256 15.617294),CZ
287,Borovnice,25765,49.648835,15.018438,SRID=4326;POINT (49.648835 15.018438),CZ
288,Borovnička,54475,50.500964,15.667313,SRID=4326;POINT (50.500964 15.667313),CZ
289,Borovník,59451,49.355656,16.229456,SRID=4326;POINT (49.355656 16.229456),CZ
290,Borovno,33561,49.622087,13.690481,SRID=4326;POINT (49.622087 13.690481),CZ
291,Borovy,33401,49.525208,13.302442,SRID=4326;POINT (49.525208 13.302442),CZ
292,Boršice,68709,49.062643,17.350953,SRID=4326;POINT (49.062643 17.350953),CZ
293,Boršice u Blatnice,68763,48.934962,17.571104,SRID=4326;POINT (48.934962 17.571104),CZ
294,Boršov,58805,49.404043,15.434297,SRID=4326;POINT (49.404043 15.434297),CZ
295,Boršov nad Vltavou,37382,48.921882,14.434092,SRID=4326;POINT (48.921882 14.434092),CZ
296,Borušov,57101,49.780652,16.740556,SRID=4326;POINT (49.780652 16.740556),CZ
297,Bory,59461,49.425865,16.026282,SRID=4326;POINT (49.425865 16.026282),CZ
298,Bořanovice,25065,50.178336,14.478857,SRID=4326;POINT (50.178336 14.478857),CZ
